student_id,age,education_level,career_goal,experience_level,study_hours_per_week,learning_style,interest_ai,interest_data_science,interest_web_dev,interest_backend,interest_frontend,interest_mobile,interest_cloud,interest_cybersecurity,python_score,cpp_score,java_score,javascript_score,html_score,css_score,sql_score,database_score,statistics_score,probability_score,linear_algebra_score,calculus_score,machine_learning_score,deep_learning_score,git_score,linux_score,docker_score,cloud_score,sessions_completed,avg_session_duration,projects_completed,quiz_attempts,quiz_avg_score,consistency_score,streak_days,target_completion_months,available_hours_weekly,recommended_next_topic,recommended_difficulty,learning_path_stage
STU02752,26,Master,Backend Developer,Beginner,21.75,Reading/Writing,98.52,54.65,73.91,91.77,38.39,70.75,53.54,19.01,37.66,19.55,40.24,24.94,32.13,23.86,46.13,70.66,8.59,17.58,18.16,31.97,43.06,0.0,53.59,76.54,27.23,13.430930028362749,6,16.11,2,1,53.88,87.11,6.0,12,30.1,SQL,Easy,3
STU02753,30,Master,Full Stack Developer,Advanced,5.71,Auditory,46.64,33.59,75.88,72.9,46.85,14.34,9.1,36.32,68.76,28.87,38.03,63.89,47.1,47.9,91.24,54.98,23.1,45.06,29.54,17.45,48.27,36.99,47.08,46.04,40.16,49.07769692691902,5,123.05,4,15,45.24,100.0,6.0,18,7.3,Node.js,Medium,4
STU02754,27,Bachelor,Software Engineer,Beginner,8.37,Kinesthetic,90.29,78.03,54.84,43.81,8.02,50.83,44.43,20.47,62.95,42.61,21.95,0.0,22.17,17.0,35.34,26.43,25.33,30.77,43.88,29.31,58.88,6.17,49.74,18.78,0.0,27.521322867249857,16,26.45,6,9,42.83,66.04,2.0,6,17.6,Linux,Easy,1
STU02755,18,Master,AI Engineer,Beginner,18.43,Visual,100.0,80.36,48.07,40.12,51.18,21.01,57.41,19.06,51.73,33.34,3.3,26.37,28.82,26.94,43.78,0.0,63.77,52.37,71.94,38.5,45.85,28.4,25.89,41.29,12.88,16.022017238613845,21,36.33,6,5,98.77,70.04,6.0,12,6.4,Git,Easy,1
STU02756,33,PhD,Full Stack Developer,Intermediate,4.86,Visual,63.68,33.33,72.06,47.28,37.97,38.48,26.47,42.18,43.14,54.02,23.93,43.96,56.05,11.54,75.4,64.84,0.0,23.43,28.88,16.64,39.21,18.39,69.54,42.64,37.33,16.39091794362043,3,31.37,8,7,42.74,0.0,8.0,18,2.9,Microservices,Medium,5
STU02757,18,Bachelor,AI Engineer,Beginner,9.88,Auditory,100.0,80.75,22.97,67.55,32.12,63.17,42.77,53.22,52.3,49.49,0.0,4.52,22.62,35.07,45.8,21.56,60.18,52.29,58.69,13.98,35.96,5.8,34.17,37.91,48.77,11.306025080914065,25,25.63,2,7,66.74,68.72,15.0,12,12.1,Git,Medium,2
STU02758,27,High School,Backend Developer,Intermediate,14.34,Kinesthetic,72.06,74.19,60.62,69.01,37.74,37.43,35.16,22.43,15.25,21.47,44.43,49.66,33.52,15.54,54.18,44.15,35.74,34.38,57.12,8.68,7.63,20.82,64.85,65.64,25.08,9.627932301603892,75,81.95,1,9,51.69,39.79,0.0,9,8.3,SQL,Medium,2
STU02759,19,Master,Backend Developer,Beginner,27.56,Reading/Writing,66.38,48.85,59.73,67.42,24.4,30.85,28.59,59.55,11.28,31.12,21.96,57.09,4.86,28.85,70.46,59.08,38.92,28.18,11.01,7.94,13.77,0.3,35.79,61.22,37.61,21.364846630425205,4,71.76,6,11,89.65,50.82,11.0,18,10.9,System Design,Easy,1
STU02760,24,Bachelor,Frontend Developer,Beginner,9.01,Reading/Writing,74.17,51.72,100.0,46.38,49.39,91.47,50.98,38.32,34.13,10.35,0.0,51.32,74.92,75.75,0.0,36.31,16.96,9.82,20.96,0.0,12.8,0.0,31.76,27.99,9.64,17.057318350539855,60,83.73,1,5,68.82,26.38,12.0,12,13.5,JavaScript,Easy,2
STU02761,33,Master,Backend Developer,Intermediate,5.1,Reading/Writing,46.7,58.59,60.64,66.2,47.92,74.8,75.36,0.51,60.83,53.4,15.26,45.32,4.96,13.65,70.28,63.0,40.74,23.26,53.33,0.0,59.29,34.99,38.89,23.15,51.95,26.61072763625577,20,28.2,9,8,73.3,12.74,7.0,12,7.7,NumPy,Medium,1
STU02762,18,Bachelor,AI Engineer,Beginner,7.42,Reading/Writing,73.89,74.28,30.66,35.82,36.54,39.65,36.41,57.06,36.28,18.93,0.47,19.62,41.44,34.78,21.62,20.05,37.54,52.87,31.3,35.94,58.62,16.58,46.35,44.07,1.93,10.157936064782172,17,71.66,1,6,79.01,53.88,8.0,6,15.4,Python,Easy,2
STU02763,27,Bachelor,Software Engineer,Advanced,40.0,Kinesthetic,30.64,73.91,61.78,42.28,33.22,43.04,70.95,2.05,12.56,37.69,60.0,66.18,42.5,27.45,13.8,75.11,57.89,18.84,34.92,6.91,26.63,18.72,46.22,55.12,54.84,39.26831070244739,46,46.06,4,11,66.11,55.52,10.0,9,13.5,Python,Hard,3
STU02764,26,PhD,Data Scientist,Beginner,14.32,Reading/Writing,88.28,79.48,66.09,31.14,40.63,32.86,45.02,53.21,63.41,26.91,18.34,27.1,27.8,18.03,33.25,11.95,41.05,36.2,43.23,47.02,73.42,67.4,26.11,20.71,5.22,21.364846630425205,27,37.4,4,2,53.99,35.79,1.0,6,26.6,Deep Learning,Easy,1
STU02765,18,Bachelor,Software Engineer,Beginner,24.67,Auditory,44.41,60.34,48.59,41.77,54.97,48.41,57.46,25.22,52.85,24.73,35.98,27.44,19.63,31.09,22.87,9.74,32.23,13.12,34.97,20.88,20.24,18.02,17.37,14.68,39.47,0.0,8,42.36,4,16,69.08,70.4,5.0,6,6.5,Git,Easy,2
STU02766,19,Bachelor,Cloud Engineer,Beginner,11.78,Visual,29.1,63.23,16.03,37.6,40.51,15.08,49.06,34.91,28.27,17.45,0.0,12.76,11.6,28.69,34.5,34.74,35.36,19.29,35.68,19.24,10.96,0.0,47.34,58.7,66.19,33.64437542551144,3,35.01,1,19,70.98,53.44,15.0,6,11.8,AWS,Hard,2
STU02767,17,Bachelor,ML Engineer,Beginner,7.36,Visual,91.25,86.4,48.58,42.48,24.03,54.61,65.49,23.67,58.94,33.66,22.73,16.25,24.49,34.64,27.33,25.88,59.78,51.55,74.33,42.56,61.77,32.5,31.69,17.07,3.11,36.826524711988014,72,41.0,1,13,79.51,39.46,16.0,6,10.7,LLMs,Hard,2
STU02768,22,Master,Backend Developer,Intermediate,6.25,Auditory,51.0,53.58,51.42,41.06,26.46,0.0,24.32,81.05,35.29,24.38,26.37,26.28,29.0,19.02,44.31,86.02,30.02,46.26,25.99,13.7,7.52,29.24,68.92,3.85,57.97,0.0,17,66.9,2,5,56.795,64.32,0.0,6,13.2,SQL,Easy,2
STU02769,26,Bachelor,AI Engineer,Beginner,8.98,Reading/Writing,100.0,64.55,51.03,67.4,32.24,56.74,33.04,69.31,56.81,25.37,12.66,21.59,25.66,13.23,30.27,22.43,25.31,60.34,38.68,33.86,40.85,43.24,20.81,12.79,21.91,18.892275194709455,9,22.69,0,5,26.4,31.7,6.0,6,20.5,RAG,Easy,1
STU02770,34,High School,Cybersecurity Engineer,Intermediate,18.29,Visual,71.65,58.3,34.5,46.68,9.29,45.69,32.4,61.42,37.0,4.48,23.47,38.16,38.62,35.54,34.58,17.18,39.38,43.23,41.47,3.61,13.67,5.74,56.37,48.91,15.2,8.799780055572091,153,28.41,2,9,24.15,53.78,44.0,6,6.3,Python,Hard,2
STU02771,39,Bachelor,Software Engineer,Advanced,5.41,Visual,80.86,59.44,46.37,38.2,41.83,17.24,5.39,53.43,61.3,87.41,13.21,2.32,58.73,77.37,74.64,25.9,25.73,28.06,10.2,59.31,46.07,6.14,100.0,48.89,39.24,44.48182488033443,14,24.31,3,9,78.19,52.95,6.0,3,16.7,Python,Hard,2
STU02772,24,Bachelor,Full Stack Developer,Beginner,18.31,Reading/Writing,54.39,59.42,54.64,56.67,10.64,62.78,54.47,38.88,26.22,35.73,39.29,22.96,17.62,16.34,66.04,50.62,23.67,34.17,25.93,11.77,11.75,14.85,72.1,76.2,22.34,30.26744203689553,32,40.86,0,7,66.24,42.63,7.0,3,23.7,Node.js,Medium,1
STU02773,26,Associate,AI Engineer,Intermediate,5.92,Visual,81.21,42.67,12.72,71.7,23.82,29.91,21.49,32.77,62.14,27.83,39.75,23.09,22.09,46.43,28.82,10.12,65.21,45.41,31.77,42.73,75.5,52.11,12.47,51.77,27.26,33.06360724678529,57,35.54,5,7,57.98,53.91,12.0,2,15.1,Deep Learning,Medium,1
STU02774,25,Master,Software Engineer,Beginner,9.89,Kinesthetic,73.1,61.98,66.89,36.08,43.47,60.86,78.87,31.44,46.18,32.08,17.93,12.06,22.1,14.05,27.41,11.27,28.62,29.09,17.54,42.42,13.75,5.69,45.69,21.01,7.75,26.651616579593306,21,52.59,5,7,76.51,72.25,9.0,3,12.9,Linux,Easy,1
STU02775,24,Master,Full Stack Developer,Intermediate,64.71,Kinesthetic,11.3,58.19,48.84,88.29,52.69,4.26,49.71,56.79,37.55,42.62,21.8,22.84,10.92,48.63,58.41,41.8,46.35,24.47,8.04,2.72,0.0,23.95,52.87,76.79,59.12,37.08662778343808,27,15.47,6,3,49.76,31.57,14.0,1,8.6,SQL,Medium,1
STU02776,25,Master,Data Scientist,Beginner,17.04,Auditory,45.38,83.47,49.64,34.61,20.64,17.6,36.83,31.16,66.93,29.48,8.16,23.17,29.96,5.51,36.14,29.63,58.11,69.18,53.47,51.62,74.79,67.53,26.96,34.89,22.56,22.100866249413844,71,29.27,1,7,55.09,44.18,6.0,6,12.8,Deep Learning,Easy,2
STU02777,24,Bachelor,Backend Developer,Advanced,9.94,Kinesthetic,54.61,29.43,92.54,77.84,51.57,23.26,45.82,34.3,49.78,23.5,5.65,21.5,37.54,36.11,74.54,61.78,21.49,50.04,27.8,12.07,38.81,12.93,64.44,64.17,21.83,22.204191964308897,18,53.2,1,14,0.0,33.26,3.0,1,25.4,Microservices,Easy,3
STU02778,21,Bachelor,ML Engineer,Beginner,16.24,Visual,54.28,72.68,33.55,56.37,5.49,38.62,10.93,48.81,56.23,22.53,24.72,10.29,17.46,33.3,56.02,34.33,39.49,53.97,61.06,37.11,51.21,39.83,27.95,24.54,19.28,40.2705503176318,7,37.4,4,3,56.795,39.25,13.0,2,6.5,Git,Hard,1
STU02779,21,Master,Data Scientist,Beginner,9.81,Visual,65.19,86.84,57.25,69.23,60.35,44.4,27.57,34.6,67.95,31.83,2.51,0.0,8.68,11.27,27.32,38.69,85.64,65.85,29.46,32.6,67.71,28.54,16.45,7.56,9.92,21.364846630425205,3,28.22,7,11,30.13,44.75,12.0,18,13.7,NumPy,Easy,1
STU02780,23,Bachelor,Software Engineer,Beginner,14.94,Reading/Writing,66.44,55.12,29.77,49.8,31.8,44.66,61.76,15.9,46.72,54.2,31.98,1.98,17.1,41.33,42.2,21.48,47.6,21.32,28.24,20.87,7.09,24.13,39.86,44.65,20.02,33.61133891510561,20,48.49,0,2,64.14,20.12,5.0,12,18.8,Git,Easy,1
STU02781,18,Bachelor,Software Engineer,Beginner,11.68,Kinesthetic,62.23,65.19,57.07,39.83,33.95,12.31,50.68,79.56,47.73,54.28,10.92,13.65,42.11,11.76,18.44,25.43,39.58,32.15,8.11,12.35,15.39,22.38,59.57,37.02,0.02,7.414092457567903,11,64.22,3,6,43.09,52.83,3.0,6,6.2,Statistics,Easy,2
STU02782,25,Bachelor,Software Engineer,Intermediate,13.31,Auditory,68.13,50.9,38.47,66.58,25.46,22.93,53.84,3.5,27.23,45.53,42.91,36.78,45.69,47.13,51.41,21.48,27.05,20.94,45.33,52.9,43.12,26.14,48.31,48.17,8.0,34.472988653011605,7,51.43,1,8,10.57,39.23,6.0,6,7.8,Python,Medium,2
STU02783,17,PhD,Frontend Developer,Beginner,13.2,Visual,35.99,25.99,34.82,58.77,88.21,27.21,52.48,17.47,20.95,25.74,12.92,68.81,71.4,32.85,16.69,15.55,26.57,25.18,9.64,22.92,29.75,16.73,38.8,1.6,11.55,4.632537491336645,60,93.15,6,5,43.91,3.43,3.0,18,7.8,Next.js,Easy,1
STU02784,40,Master,Data Scientist,Advanced,11.14,Kinesthetic,99.67,21.0,59.72,14.44,42.39,8.95,13.36,7.11,63.1,43.02,67.12,62.03,61.22,18.64,29.21,48.44,84.62,63.9,79.85,20.95,63.3,54.1,62.89,44.55,15.09,17.69266012363145,10,49.35,10,4,49.89,96.72,3.0,6,6.8,Pandas,Hard,5
STU02785,23,PhD,Software Engineer,Beginner,23.81,Auditory,41.18,33.81,43.94,72.65,41.66,35.08,21.42,14.55,37.19,15.12,5.86,16.85,5.2,16.25,22.11,13.01,30.38,14.93,32.85,23.68,13.52,0.0,19.25,29.16,29.13,34.887478787555885,49,57.24,2,5,47.06,77.2,5.0,9,13.2,Git,Medium,2
STU02786,22,PhD,Backend Developer,Beginner,16.9,Auditory,66.07,35.41,70.7,47.08,6.27,17.07,51.39,22.66,26.77,10.17,25.18,59.3,15.53,40.92,35.74,55.65,44.57,15.83,3.53,22.6,8.67,18.28,49.38,25.75,14.95,2.4869985484977617,21,34.95,2,11,60.54,55.55,10.0,9,10.0,SQL,Medium,1
STU02787,20,Associate,Backend Developer,Beginner,13.12,Auditory,68.59,71.31,69.06,82.85,15.05,30.26,57.67,50.89,10.96,22.25,19.88,33.82,24.56,26.84,48.48,62.42,20.28,28.46,30.4,31.44,0.0,0.0,54.15,35.41,51.31,32.39458895006951,10,33.22,3,2,56.795,40.77,2.0,3,11.7,SQL,Easy,1
STU02788,22,Master,Frontend Developer,Beginner,8.54,Kinesthetic,94.06,72.61,57.11,46.13,28.11,37.94,28.44,0.0,23.09,31.86,8.88,39.76,49.99,64.08,25.98,11.63,19.51,2.16,17.81,23.91,5.62,21.35,35.04,34.16,15.74,11.442254962253765,21,26.37,1,3,64.99,47.64,13.0,6,6.5,Linux,Medium,2
STU02789,26,Bachelor,Cloud Engineer,Intermediate,40.0,Visual,87.1,68.99,65.61,0.0,74.38,44.0,73.41,38.49,37.62,34.98,8.09,12.17,5.5,30.5,33.57,43.34,37.2,21.96,21.25,39.36,11.29,0.0,59.81,93.59,29.0,84.02721804222331,96,62.81,4,4,80.18,70.81,0.0,9,8.1,Docker,Hard,2
STU02790,24,Bachelor,Data Scientist,Beginner,29.83,Auditory,86.35,67.4,53.5,73.96,40.38,33.56,55.81,19.96,50.55,46.24,9.74,24.89,18.08,26.89,42.92,19.07,62.16,49.95,27.54,52.5,31.37,33.59,43.64,32.98,14.85,35.48858953775359,8,23.0,4,14,87.22,64.25,7.0,24,7.6,Linux,Easy,1
STU02791,28,Bachelor,Full Stack Developer,Intermediate,6.51,Visual,50.06,23.09,53.82,90.82,27.11,37.04,66.83,78.7,31.25,11.52,50.61,30.06,47.23,35.75,31.43,19.29,52.21,50.26,42.63,16.61,19.0,28.2,44.41,56.74,45.36,0.0,10,41.08,0,8,42.34,11.34,3.0,12,19.7,SQL,Medium,3
STU02792,18,High School,Software Engineer,Beginner,17.05,Visual,58.41,43.11,46.66,38.72,27.31,39.44,62.54,45.55,29.7,22.09,33.73,14.29,16.03,37.83,57.02,14.77,16.01,5.36,28.02,32.63,25.24,22.24,26.19,18.38,0.0,16.424263199361413,11,42.47,7,11,37.29,48.8,13.0,6,14.4,Git,Easy,1
STU02793,17,Bachelor,Backend Developer,Beginner,25.08,Kinesthetic,62.62,82.9,100.0,100.0,72.49,43.68,35.02,48.8,30.81,19.9,29.02,30.81,35.45,22.69,62.39,30.65,18.17,3.91,17.78,1.47,30.28,13.3,31.51,30.28,17.91,15.674491245903342,20,39.05,3,6,93.93,36.6,4.0,3,11.2,SQL,Medium,1
STU02794,24,Bachelor,Cybersecurity Engineer,Beginner,15.99,Reading/Writing,44.89,34.13,43.18,42.2,94.88,0.0,91.2,46.9,36.37,30.53,17.22,27.44,12.84,25.64,32.31,20.42,18.65,20.95,31.24,0.0,23.86,16.49,24.06,66.48,13.41,19.590639583564865,42,41.08,3,8,0.0,59.62,6.0,24,20.9,Git,Easy,1
STU02795,33,High School,Unknown,Intermediate,11.84,Visual,97.88,78.68,43.64,42.11,59.57,28.04,53.36,20.53,74.83,12.39,18.13,19.81,17.32,23.27,63.65,48.57,75.77,65.73,89.5,69.62,84.84,60.15,80.0,7.74,12.9,17.397840308872485,18,53.64,0,7,41.54,64.82,2.0,3,9.8,Deep Learning,Hard,4
STU02796,18,Bachelor,Frontend Developer,Beginner,8.23,Visual,69.71,51.74,98.53,38.35,74.92,51.94,53.53,20.31,15.77,10.11,3.29,43.43,35.92,73.08,26.59,57.03,16.13,4.56,25.04,30.58,16.31,0.0,43.19,14.89,22.43,9.141321203704637,18,41.08,1,9,16.42,37.13,20.0,9,18.9,JavaScript,Easy,1
STU02797,28,Associate,Frontend Developer,Advanced,79.45,Auditory,69.69,45.78,100.0,56.7,72.22,7.03,76.68,20.33,59.71,39.54,42.82,94.88,100.0,61.31,46.38,58.26,43.32,7.46,22.47,46.39,0.0,0.0,54.18,75.28,8.66,41.33774455202061,20,22.48,6,13,80.72,53.99,9.0,2,20.9,Next.js,Hard,1
STU02798,24,Master,Data Scientist,Beginner,6.91,Kinesthetic,67.05,67.86,31.39,54.9,48.67,59.73,19.98,38.52,58.94,20.13,24.63,4.43,10.89,33.26,36.46,0.0,43.96,33.95,48.76,42.81,28.71,55.5,23.1,23.85,15.8,19.0002595464756,6,61.7,2,19,56.795,11.74,10.0,9,10.2,Git,Medium,2
STU02799,17,High School,Backend Developer,Beginner,9.48,Reading/Writing,55.13,68.68,64.42,66.02,95.7,41.86,56.03,25.0,23.98,23.23,43.6,35.99,36.31,23.33,57.76,26.8,49.1,31.07,12.58,19.79,0.0,21.11,48.55,42.81,39.96,7.848046882515289,13,90.19,4,5,72.94,57.42,14.0,3,11.1,SQL,Easy,1
STU02800,27,Bachelor,Full Stack Developer,Intermediate,8.7,Kinesthetic,73.03,22.84,63.56,64.37,44.82,44.28,33.94,34.88,32.5,54.4,22.36,22.0,0.0,35.37,38.23,33.26,54.76,15.37,6.05,17.89,0.0,26.09,72.78,47.32,40.73,30.363981795760733,21,57.04,6,14,55.87,35.19,11.0,9,9.3,SQL,Medium,2
STU02801,26,Bachelor,Cybersecurity Engineer,Intermediate,16.19,Reading/Writing,69.46,55.61,65.28,61.23,47.47,50.46,41.6,58.63,19.1,28.68,52.34,15.33,53.03,4.59,11.87,54.29,36.67,34.02,24.72,34.63,21.08,15.7,17.58,71.18,27.29,34.62194064926219,4,20.62,4,10,72.88,19.67,10.0,9,13.2,Git,Hard,5
STU02802,30,Master,ML Engineer,Intermediate,26.96,Reading/Writing,72.05,37.22,77.89,34.3,43.79,47.9,34.34,41.55,47.98,31.41,20.0,26.63,57.24,42.48,66.62,6.81,48.86,45.55,82.98,27.31,33.8,23.66,63.25,7.77,33.56,38.13376286855975,15,41.81,6,4,69.52,29.51,11.0,18,22.7,Linux,Easy,1
STU02803,25,Master,Software Engineer,Beginner,8.92,Kinesthetic,54.76,46.81,43.62,55.54,53.4,56.6,48.55,24.15,55.12,41.41,46.81,16.87,25.49,24.44,17.41,44.34,30.79,10.61,37.91,15.14,20.15,12.18,53.0,7.64,37.52,2.145716977622552,22,62.97,6,3,52.01,84.51,12.0,12,10.0,Linux,Easy,2
STU02804,27,Bachelor,Frontend Developer,Intermediate,9.46,Visual,48.27,63.09,37.12,49.66,57.11,52.03,15.49,52.89,41.69,0.0,15.27,34.09,62.27,43.87,37.79,29.0,5.57,26.91,30.07,15.27,13.08,22.52,43.7,22.3,6.59,23.846828843246957,17,34.25,3,13,41.9,56.11,11.0,6,26.9,CSS,Medium,1
STU02805,20,Bachelor,Software Engineer,Beginner,25.85,Visual,66.29,65.31,47.08,6.83,62.4,26.97,49.85,32.46,37.02,35.18,28.9,46.58,29.13,45.84,34.23,31.42,17.03,17.33,13.29,6.15,0.0,36.1,41.94,42.95,23.26,16.00858161059212,13,62.3,2,9,74.81,46.6,5.0,18,4.8,Python,Easy,1
STU02806,41,Bachelor,Software Engineer,Advanced,8.64,Visual,26.08,59.34,46.23,46.94,34.29,29.53,23.23,4.24,84.57,19.7,38.38,29.53,60.26,22.91,33.23,31.33,32.46,25.39,22.36,18.1,56.89,60.51,67.02,18.34,33.19,0.0,19,33.54,11,10,50.69,75.25,12.0,24,18.9,Linux,Hard,2
STU02807,22,PhD,Data Scientist,Intermediate,2.19,Reading/Writing,57.98,75.19,65.69,29.39,7.33,62.86,85.61,55.75,56.22,31.24,8.93,13.12,0.14,13.66,56.33,29.5,50.48,65.5,27.44,26.63,45.91,41.84,26.98,15.51,6.74,15.37189019682036,45,21.11,3,5,26.44,49.58,7.0,3,3.6,Git,Medium,1
STU02808,31,Bachelor,Backend Developer,Intermediate,36.24,Reading/Writing,45.18,62.02,42.45,65.32,23.13,53.82,53.21,64.51,43.75,22.7,36.96,21.62,66.12,40.97,48.31,56.76,39.43,18.22,51.25,0.0,40.95,0.0,86.43,46.32,29.21,22.653296478363274,30,70.45,0,3,44.53,73.3,9.0,12,7.2,SQL,Hard,1
STU02809,22,Master,Software Engineer,Beginner,21.78,Reading/Writing,65.47,84.16,38.65,51.78,14.83,59.11,13.62,21.88,41.79,20.03,30.57,17.38,39.91,0.0,15.86,19.38,35.27,31.57,35.39,39.5,0.0,13.61,28.07,29.75,14.09,2.814593536092768,22,44.57,7,8,46.07,37.49,8.0,6,25.7,Git,Hard,1
STU02810,29,Master,Software Engineer,Intermediate,19.29,Visual,81.62,61.48,68.21,68.02,40.44,28.84,7.88,35.21,45.91,37.13,34.33,25.4,13.97,16.93,18.54,10.15,44.13,23.17,38.76,51.08,14.34,16.79,84.46,33.48,33.03,8.800582410811385,29,81.06,4,3,63.2,80.03,10.0,6,8.3,Linux,Hard,1
STU02811,29,Master,Software Engineer,Intermediate,14.91,Reading/Writing,62.12,10.57,55.44,51.42,60.68,26.0,26.26,46.74,65.06,20.62,26.16,31.27,29.81,11.11,5.91,22.02,41.07,24.12,49.91,15.84,49.14,21.57,60.24,0.0,24.66,22.04683540174591,20,43.52,4,7,40.57,21.91,8.0,9,2.3,Linux,Medium,2
STU02812,25,Associate,AI Engineer,Intermediate,11.35,Reading/Writing,59.77,77.45,50.43,52.18,37.33,47.14,45.86,40.09,84.27,38.23,41.28,20.92,34.58,26.64,46.55,15.55,69.32,73.8,35.61,30.28,71.81,58.1,49.31,16.35,36.59,27.088432201102503,31,58.04,5,13,37.76,34.88,10.0,12,13.1,Deep Learning,Medium,4
STU02813,21,High School,Backend Developer,Beginner,3.88,Kinesthetic,51.49,71.79,77.31,53.3,53.73,44.38,31.52,20.1,14.85,8.36,27.52,42.25,30.27,20.97,47.4,50.27,31.18,28.09,37.93,12.66,0.0,12.33,58.71,32.75,17.41,4.745657969793112,20,49.5,1,8,76.37,66.29,3.0,6,3.4,SQL,Hard,1
STU02814,22,Bachelor,Software Engineer,Beginner,10.45,Kinesthetic,38.49,55.18,45.51,38.32,32.45,55.57,40.22,67.66,39.4,33.32,14.13,30.11,21.55,18.62,16.49,17.39,16.55,5.96,12.28,32.02,28.59,1.52,45.21,24.85,2.09,11.044309022478574,21,39.11,5,4,42.4,34.53,5.0,12,10.1,Python,Hard,1
STU02815,25,Bachelor,Software Engineer,Intermediate,10.31,Visual,50.67,39.21,26.9,65.73,46.32,52.97,57.56,30.86,46.3,26.9,12.82,39.84,17.24,26.59,30.52,20.27,48.61,39.76,47.42,25.99,29.75,34.75,74.64,20.54,27.69,21.82319904125258,7,36.46,3,3,53.48,55.85,14.0,6,40.0,Linux,Easy,4
STU02816,31,Bachelor,Frontend Developer,Intermediate,10.99,Kinesthetic,38.59,74.47,63.13,33.67,67.58,35.98,27.34,57.07,3.84,0.0,31.21,47.36,100.0,53.68,38.77,0.0,23.28,74.2,32.18,17.27,14.39,17.14,36.05,14.7,12.65,37.526703677675265,37,96.15,4,11,24.38,66.14,4.0,9,20.3,CSS,Easy,1
STU02817,24,Bachelor,Data Scientist,Intermediate,16.81,Visual,68.55,75.46,49.69,36.21,46.04,76.93,45.34,42.03,85.42,59.75,50.24,33.6,42.35,36.99,27.45,18.35,38.58,54.15,78.42,55.22,82.84,85.87,43.51,30.84,32.5,19.517161196715,30,32.84,4,5,86.14,56.77,13.0,3,27.8,AI Agents,Medium,1
STU02818,25,Bachelor,Frontend Developer,Beginner,29.4,Visual,40.24,29.46,98.78,42.64,69.98,45.78,26.38,23.77,4.91,10.03,1.64,72.87,44.76,50.23,41.37,27.82,38.32,15.18,22.13,5.81,10.03,10.08,28.08,17.43,24.83,13.379941008361262,14,21.45,0,10,84.18,72.05,4.0,12,6.4,Next.js,Easy,1
STU02819,18,Master,ML Engineer,Beginner,11.36,Visual,100.0,74.91,42.64,74.57,64.58,45.99,53.64,44.74,48.95,14.9,24.86,27.1,43.07,25.29,25.1,29.98,67.23,61.51,47.53,49.57,43.69,19.45,33.45,45.94,22.26,18.30635412328661,16,35.32,3,5,95.0,0.0,5.0,1,13.6,Git,Easy,1
STU02820,20,Associate,Cloud Engineer,Beginner,10.51,Reading/Writing,62.49,68.37,57.43,33.45,17.51,0.0,72.08,58.09,23.65,10.01,15.16,0.0,29.4,4.57,32.95,14.4,22.72,36.65,26.19,23.78,18.44,14.3,37.78,60.3,35.06,81.44501591021384,16,40.85,3,3,100.0,52.22,2.0,9,8.3,Docker,Hard,1
STU02821,24,High School,Data Scientist,Intermediate,29.32,Kinesthetic,69.21,75.29,54.34,82.38,43.82,33.31,39.23,68.69,68.01,23.21,11.52,13.84,35.9,49.19,62.73,19.34,67.84,64.2,70.86,46.2,62.47,58.75,54.97,28.32,45.53,21.364846630425205,27,41.83,2,2,85.3,42.59,4.0,9,13.6,Statistics,Easy,2
STU02822,23,High School,Backend Developer,Beginner,7.38,Visual,54.42,40.74,82.98,91.38,41.79,4.6,23.75,62.75,34.1,35.66,33.18,37.38,18.82,0.0,40.66,36.89,29.26,22.77,5.01,19.4,24.65,38.75,30.79,54.95,30.22,8.867016726192182,12,14.65,6,4,65.73,60.68,14.0,12,21.3,SQL,Easy,1
STU02823,17,Bachelor,Software Engineer,Beginner,11.66,Kinesthetic,86.84,62.92,47.42,68.35,73.44,6.58,68.74,23.67,44.39,37.26,31.28,7.34,24.58,27.67,20.1,31.14,19.32,24.06,16.71,23.8,17.42,0.0,69.5,3.91,26.75,29.430909111436193,12,52.0,2,11,45.13,31.45,12.0,6,18.6,RAG,Hard,1
STU02824,23,Bachelor,Unknown,Intermediate,12.09,Auditory,70.74,63.9,32.28,37.08,30.99,47.37,89.35,56.11,21.59,38.94,33.87,12.62,32.81,41.6,30.96,49.0,28.05,45.61,24.09,48.51,43.95,14.46,49.67,86.77,54.18,42.38929433377952,11,40.74,2,5,43.14,49.57,8.0,1,6.6,Docker,Easy,1
STU02825,22,Bachelor,Cybersecurity Engineer,Beginner,7.39,Auditory,52.24,35.06,100.0,42.21,76.23,42.37,13.35,53.7,16.24,13.32,13.2,28.9,21.35,33.88,32.98,25.54,36.78,32.54,35.67,10.92,31.12,20.1,25.19,57.67,36.93,34.11244605014228,21,41.08,3,22,34.91,69.01,3.0,6,15.9,Git,Medium,1
STU02826,32,Bachelor,Backend Developer,Intermediate,9.69,Auditory,45.08,45.61,40.0,58.14,51.02,55.23,62.48,47.87,30.3,31.3,48.56,58.53,19.83,43.04,51.15,44.22,41.94,0.0,17.43,16.83,40.9,0.0,53.77,64.51,18.04,21.364846630425205,29,25.59,8,17,40.31,51.8,4.0,12,20.5,SQL,Hard,4
